id,日期,录播来源,录播片段编号,起始时间点,结束时间点,文件名,文件类型,歌名,版本号,版本备注,中文歌名,原曲艺术家,演唱者,演唱状态,语言,备注,参考路灯man,有没有音频,切片源,有没有第二版本
A000783,2021.12.22,BV1mZ4y1X77Z,,0,240048, 红色高跟鞋 3.0,mp3,红色高跟鞋,3.0,,,隔壁老樊,珈乐,完整, 汉语,,,TRUE,,FALSE
A000784,2021.12.22,BV1nm4y197gN,,0,240072, 缘起 2.0,mp3,缘起,2.0,,,周深,乃琳,完整, 汉语,,,TRUE,,FALSE
A000785,2021.12.22,BV1mZ4y1X77Z,,0,195192, 草莓与狼,mp3,草莓与狼,,,,,珈乐,完整, 汉语,,,TRUE,,FALSE
A000786,2021.12.22,BV1mZ4y1X77Z,,0,271536, 象牙舟,mp3,象牙舟,,,,大杯橙汁加点冰,珈乐,完整, 汉语,,,TRUE,,FALSE
A000787,2021.12.22,BV1nm4y197gN,,0,111528, 靠近,mp3,靠近,,,,,乃琳,完整, 汉语,,,TRUE,,FALSE
A000788,2021.12.23,BV1Mr4y1S7B3,,0,204240, 恋爱画板 2.0,mp3,恋爱画板,2.0,,,锦零,嘉然,完整, 汉语,,,TRUE,,FALSE
A000789,2021.12.24,BV1vP4y1H7r6,,0,233760, 祝你平安,mp3,祝你平安,,,,孙悦,"贝拉,珈乐,嘉然",完整, 汉语,,,TRUE,,FALSE
A000790,2021.12.25,BV13a41167w3,,0,276168, 圣诞结,mp3,圣诞结,,,,陈奕迅,珈乐,完整, 汉语,,,TRUE,,FALSE
A000791,2021.12.25,BV13a41167w3,,0,260448, 就是爱你,mp3,就是爱你,,,,陶喆,"贝拉,珈乐,嘉然,乃琳",完整, 汉语,,,TRUE,,FALSE
A000792,2021.12.25,BV13a41167w3,,0,191520, 犯错,mp3,犯错,,,,"斯琴高丽,顾峰","贝拉,珈乐",完整, 汉语,,,TRUE,,FALSE
A000793,2021.12.29,BV1gR4y137j2,,0,219216, 你听得到,mp3,你听得到,,,,周杰伦,向晚,完整, 汉语,,,TRUE,,FALSE
A000794,2021.12.29,BV1gR4y137j2,,0,168816, 向晚宇宙,mp3,向晚宇宙,,,,,向晚,完整, 汉语,,,TRUE,,FALSE
A000795,2021.12.29,BV1gR4y137j2,,0,215064, 小情歌 4.0,mp3,小情歌,4.0,,,,向晚,完整, 汉语,,,TRUE,,FALSE
A000796,2021.12.29,BV1gR4y137j2,,0,151512, 小精灵 2.0,mp3,小精灵,2.0,,,,向晚,完整, 汉语,,,TRUE,,FALSE
A000797,2021.12.29,BV1gR4y137j2,,0,258936, 彩虹 2.0,mp3,彩虹,2.0,,,周杰伦,向晚,完整, 汉语,,,TRUE,,FALSE
A000798,2021.12.29,BV1gR4y137j2,,0,222984, 心跳的证明 2.0,mp3,心跳的证明,2.0,,,阿乖,向晚,完整, 汉语,,,TRUE,,FALSE
A000799,2021.12.29,BV1gR4y137j2,,0,169536, 我喜欢上你时的内心活动,mp3,我喜欢上你时的内心活动,,,,,向晚,完整, 汉语,,,TRUE,,FALSE
A000800,2021.12.29,BV1gR4y137j2,,0,143016, 晴天 2.0,mp3,晴天,2.0,,,张雨桐,向晚,完整, 汉语,,,TRUE,,FALSE
A000801,2021.12.29,BV1gR4y137j2,,0,240720, 那时正好,mp3,那时正好,,,,赵政豪,向晚,完整, 汉语,,,TRUE,,FALSE
A000802,2021.12.30,BV1eZ4y1D7sq,,0,196128, 山海入梦来,mp3,山海入梦来,,,,邹秋实,贝拉,完整, 汉语,,,TRUE,,FALSE
A000803,2021.12.30,BV1LM4y1F7c8,,0,195696, 熬夜上瘾 2.0,mp3,熬夜上瘾,2.0,,,刘亦心（可乐就是力量）,嘉然,完整, 汉语,,,TRUE,,FALSE
A000804,2021.12.31,BV1La411z7jT,,0,220056, Hello Hello,mp3,Hello Hello,,,,张根硕 (장근석),向晚,完整, 汉语,,,TRUE,,FALSE
A000805,2021.12.31,BV1La411z7jT,,0,187776, 人间惊鸿客,mp3,人间惊鸿客,,,,叶里,贝拉,完整, 汉语,,,TRUE,,FALSE
A000806,2021.12.31,BV1La411z7jT,,0,159720, 小年兽 3.0,mp3,小年兽,3.0,,,程嘉敏,嘉然,完整, 汉语,,,TRUE,,FALSE
A000807,2021.12.31,BV1La411z7jT,,0,254664, 小幸运 3.0,mp3,小幸运,3.0,,,田馥甄,A-SOUL,完整, 汉语,,,TRUE,,FALSE
A000808,2021.12.31,BV1La411z7jT,,0,238104, 小永远 3.0,mp3,小永远,3.0,,,何洁,乃琳,完整, 汉语,,,TRUE,,FALSE
A000809,2021.12.31,BV1La411z7jT,,0,204768, 桃花朵朵开 2.0,mp3,桃花朵朵开,2.0,,,阿牛,珈乐,完整, 汉语,,,TRUE,,FALSE
A000810,2021.12.31,BV1La411z7jT,,0,202776, 桃花笑,mp3,桃花笑,,,,原来是萝卜丫,乃琳,完整, 汉语,,,TRUE,,FALSE
A000811,2021.12.31,BV1La411z7jT,,0,282264, 蜀绣,mp3,蜀绣,,,,宝藏挖掘机,乃琳,完整, 汉语,,,TRUE,,FALSE
A000812,2022.01.02,BV1vL4y1t7Zz,,0,270592,,m4a,海底,2.0,,,,"贝拉,乃琳",完整, 汉语,,,TRUE,,FALSE
A000813,2022.01.02,BV1vL4y1t7Zz,,0,,,m4a,迷迭香,5.0,,,,乃琳,完整, 汉语,,,TRUE,,FALSE
A000814,2022.01.02,BV1vL4y1t7Zz,,0,232491,,m4a,Marry You,2.0,,,,乃琳,完整, 汉语,,,TRUE,,FALSE
A000815,2022.01.02,BV1vL4y1t7Zz,,0,273046,,m4a,爱就一个字,2.0,,,,乃琳,完整, 汉语,,,TRUE,,FALSE
A000816,2022.01.02,BV1vL4y1t7Zz,,0,189355,逍遥[预录],m4a,逍遥,,预录,,,乃琳,完整, 汉语,,,TRUE,,FALSE
A000817,2022.01.05,BV1f44y1L7xc,,0,268267,,m4a,小寒,,,,,珈乐,完整, 汉语,,,TRUE,,FALSE
A000818,2022.01.05,BV1f44y1L7xc,,0,235072,,m4a,深蓝,,,,,珈乐,完整, 汉语,,,TRUE,,FALSE
A000819,2022.01.05,BV1f44y1L7xc,,0,211558,芒种 2.0[预录],m4a,芒种,2.0,预录,,,珈乐,完整, 汉语,,,TRUE,,FALSE
A000820,2022.01.05,BV14S4y1T78e,,0,54763,,m4a,快乐小孩,,,,,向晚,完整, 汉语,,,TRUE,,FALSE
A000821,2022.01.05,BV14S4y1T78e,,0,226603,,m4a,快乐环岛,,,,,向晚,完整, 汉语,,,TRUE,,FALSE
A000822,2022.01.05,BV1M44y1j7LH,,0,238272,,m4a,棠梨煎雪,6.0,,,,乃琳,完整, 汉语,,,TRUE,,FALSE
A000823,2022.01.05,BV1M44y1j7LH,,0,244011,,m4a,路过人间,2.0,,,,乃琳,完整, 汉语,,,TRUE,,FALSE
A000824,2022.01.06,BV12D4y1F7t4,,0,187819,,m4a,我和你,2.0,,,,嘉然,完整, 汉语,,,TRUE,,FALSE
A000825,2022.01.06,BV12D4y1F7t4,,0,212310,,m4a,哈尼,2.0,,,,嘉然,完整, 汉语,,,TRUE,,FALSE
A000826,2022.01.06,BV12D4y1F7t4,,0,209984,,m4a,麋鹿森林,3.0,,,,嘉然,完整, 汉语,,,TRUE,,FALSE
A000827,2022.01.07,BV1ZF411e7YV,,0,212800,,m4a,我的果汁分你一半,,,,,嘉然,完整, 汉语,,,TRUE,,FALSE
A000828,2022.01.07,BV1ZF411e7YV,,0,217024,,m4a,莫名其妙爱上你,,,,,向晚,完整, 汉语,,,TRUE,,FALSE
A000829,2022.01.07,BV1ZF411e7YV,,0,218411,,m4a,别找我麻烦,2.0,,,,珈乐,完整, 汉语,,,TRUE,,FALSE
A000830,2022.01.07,BV1ZF411e7YV,,0,275371,,m4a,象牙舟,,,,,珈乐,完整, 汉语,,,TRUE,,FALSE
A000831,2022.01.09,BV1qS4y1Z7au,,0,270358,,m4a,有可能的夜晚,2.0,,,,嘉然,完整, 汉语,,,TRUE,,FALSE
A000832,2022.01.09,BV1qS4y1Z7au,,0,289451,,m4a,愛してるばんざーい!,,,喜欢你万岁！,,向晚,完整, 日语,,,TRUE,,FALSE
A000833,2022.01.09,BV1qS4y1Z7au,,0,126976,,m4a,是心动啊,,,,,乃琳,完整, 汉语,,,TRUE,,FALSE
A000834,2022.01.12,BV1aZ4y1S7Pr,,0,253611,,m4a,你快乐所以我快乐,2.0,,,,珈乐,完整, 汉语,,,TRUE,,FALSE
A000835,2022.01.12,BV1yS4y1Z7L5,,0,260310,,m4a,花海,4.0,,,,"向晚,乃琳",完整, 汉语,,,TRUE,,FALSE
A000836,2022.01.12,BV1yS4y1Z7L5,,0,243008,,m4a,蒲公英的约定,,,,,"向晚,乃琳",完整, 汉语,,,TRUE,,FALSE
A000837,2022.01.15,BV1fF411H752,,0,276822,,m4a,最炫民族风,,,,,A-SOUL,完整, 汉语,,,TRUE,,FALSE
A000838,2022.01.15,BV1fF411H752,,0,851350,,m4a,KTV歌曲串烧,,,,,A-SOUL,完整, 汉语,,,TRUE,,FALSE
A000839,2022.01.15,BV1fF411H752,,0,262102,,m4a,不可思议,5.0,,,,"嘉然,金莎",完整, 汉语,,,TRUE,,FALSE
A000840,2022.01.15,BV1fF411H752,,0,224768,,m4a,棉花糖,3.0,,,,嘉然,完整, 汉语,,,TRUE,,FALSE
A000841,2022.01.15,BV1fF411H752,,0,858368,,m4a,歌曲接力游戏,,,,,A-SOUL,完整, 汉语,,,TRUE,,FALSE
A000842,2022.01.19,BV1iF411p7E5,,0,167040,,m4a,心恋,,,,,珈乐,完整, 汉语,,,TRUE,,FALSE
A000843,2022.01.19,BV1Km4y1S7pD,,0,118187,,m4a,SpongeBob SquarePants Theme Song,,,,,向晚,完整, 英语,,,TRUE,,FALSE
A000844,2022.01.19,BV1Km4y1S7pD,,0,59456,,m4a,SpongeBob Closing Theme,,,,,向晚,完整, 英语,,,TRUE,,FALSE
A000845,2022.01.19,BV1uu41117hT,,0,316566,,m4a,水星记,7.0,,,,乃琳,完整, 汉语,,,TRUE,,FALSE
A000846,2022.01.19,BV1uu41117hT,,0,273835,,m4a,想见你想见你想见你,,,,,乃琳,完整, 汉语,,,TRUE,,FALSE
A000847,2022.01.19,BV1uu41117hT,,0,253526,,m4a,约定,,,,,乃琳,完整, 汉语,,,TRUE,,FALSE
A000848,2022.01.19,BV1uu41117hT,,0,275307,,m4a,小幸运,4.0,二创合唱,,,乃琳,完整, 汉语,,,TRUE,,FALSE
A000849,2022.01.20,BV1Bq4y1k7bU,,0,264256,,m4a,赤伶,2.0,,,,贝拉,完整, 汉语,,,TRUE,,FALSE
A000850,2022.01.20,BV19r4y1Y7fM,,0,263488,,m4a,宠爱,5.0,,,,嘉然,完整, 汉语,,,TRUE,,FALSE
A000851,2022.01.21,BV1z5411f7EA,,0,252715,,m4a,思念是一种病,,,,,A-SOUL,完整, 汉语,,,TRUE,,FALSE
A000852,2022.01.22,BV1z5411f7EA,,0,191844,,m4a,所有人都在玩手机,3.0,,,,珈乐,完整, 汉语,,,TRUE,,FALSE
A000853,2022.01.23,BV1T3411h7x3,,0,227008,,m4a,遇见你的时候所有星星都落到我头上,3.0,,,,"向晚,嘉然,乃琳",完整, 汉语,,,TRUE,,FALSE
A000854,2022.01.26,BV17q4y1w7tC,,0,238955,,m4a,素颜,2.0,,,,珈乐,完整, 汉语,,,TRUE,,FALSE
A000855,2022.01.26,BV17q4y1w7tC,,0,267883,,m4a,故乡的云,,,,,珈乐,完整, 汉语,,,TRUE,,FALSE
A000856,2022.01.26,BV19F411p7A1,,0,268950,,m4a,空も飛べるはず,,,定能飞向天空,,向晚,完整, 日语,,,TRUE,,FALSE
A000857,2022.01.26,BV19F411p7A1,,0,106411,,m4a,爱你一万年,,,,,向晚,完整, 汉语,,,TRUE,,FALSE
A000858,2022.01.26,BV19F411p7A1,,0,97579,,m4a,特别的爱给特别的你,,,,,向晚,完整, 汉语,,,TRUE,,FALSE
A000859,2022.01.26,BV19F411p7A1,,0,233003,,m4a,味道,,,,,向晚,完整, 汉语,,,TRUE,,FALSE
A000860,2022.01.26,BV19F411p7A1,,0,143168,,m4a,爱我的人和我爱的人,,,,,向晚,完整, 汉语,,,TRUE,,FALSE
A000861,2022.01.26,BV19F411p7A1,,0,166848,,m4a,别问我是谁,,,,,向晚,完整, 汉语,,,TRUE,,FALSE
A000862,2022.01.26,BV1LS4y1L7tC,,0,333248,,m4a,嘉宾,,,,,乃琳,完整, 汉语,,,TRUE,,FALSE
A000863,2022.01.26,BV1LS4y1L7tC,,0,235371,,m4a,阿拉斯加海湾,,,,,乃琳,完整, 汉语,,,TRUE,,FALSE
A000864,2022.01.26,BV1LS4y1L7tC,,0,212032,,m4a,迎春花,,,,,乃琳,完整, 汉语,,,TRUE,,FALSE
A000865,2022.01.26,BV1LS4y1L7tC,,0,232704,,m4a,让我留在你身边,,,,,乃琳,完整, 汉语,,,TRUE,,FALSE
A000866,2022.01.26,BV1LS4y1L7tC,,0,196715,,m4a,Hey Lin,,,,,乃琳,完整, 汉语,,,TRUE,,FALSE
A000867,2022.01.27,BV1qm4y1S7DL,,0,73430,,m4a,三百六十五个祝福,,,,,贝拉,完整, 汉语,,,TRUE,,FALSE
A000868,2022.01.27,BV1qm4y1S7DL,,0,157398,,m4a,小城故事,,,,,贝拉,完整, 汉语,,,TRUE,,FALSE
A000869,2022.01.27,BV1PY411t7Wr,,0,287488,,m4a,发财发福过大年,,改词,,,嘉然,完整, 汉语,,,TRUE,,FALSE
A000870,2022.01.27,BV1PY411t7Wr,,0,224576,,m4a,棉花糖,2.0,,,,嘉然,完整, 汉语,,,TRUE,,FALSE
A000871,2022.01.29,BV12S4y1V7P4,,0,144064,,m4a,是心动啊,2.0,,,,乃琳,完整, 汉语,,,TRUE,,FALSE
A000872,2022.01.29,BV12S4y1V7P4,,0,164992,,m4a,风情万种,,,,,乃琳,完整, 汉语,,,TRUE,,FALSE
A000873,2022.01.29,BV12S4y1V7P4,,0,195030,,m4a,火,,,,,"向晚,贝拉,珈乐",完整, 汉语,,,TRUE,,FALSE
A000874,2022.01.29,BV12S4y1V7P4,,0,363030,,m4a,恭喜恭喜,,,,,A-SOUL,完整, 汉语,,,TRUE,,FALSE
A000875,2022.02.03,BV1Mm4y1Z7Jj,,0,254115,,m4a,一千零一个愿望,,,,,A-SOUL,完整, 汉语,,,TRUE,,FALSE
A000876,2022.02.04,BV1rF411J7cw,,0,309005,,m4a,相约1998,,,,,A-SOUL,完整, 汉语,,,TRUE,,FALSE
A000877,2022.02.04,BV1rF411J7cw,,0,197397,,m4a,冬天里的一把火,2.0,,,,A-SOUL,完整, 汉语,,,TRUE,,FALSE
A000878,2022.02.04,BV1rF411J7cw,,0,290133,,m4a,常回家看看,,,,,A-SOUL,完整, 汉语,,,TRUE,,FALSE
A000879,2022.02.04,BV1rF411J7cw,,0,202527,,m4a,恭喜发财,,,,,A-SOUL,完整, 汉语,,,TRUE,,FALSE
A000880,2022.02.04,BV1rF411J7cw,,0,120327,,m4a,枝江组曲,,,,,"向晚,乃琳",完整, 汉语,,,TRUE,,FALSE
A000881,2022.02.04,BV1rF411J7cw,,0,272715,,m4a,万物生,,,,,珈乐,完整, 汉语,,,TRUE,,FALSE
A000882,2022.02.04,BV1rF411J7cw,,0,207147,,m4a,吉祥三宝,,,,,"向晚,嘉然,乃琳",完整, 汉语,,,TRUE,,FALSE
A000883,2022.02.06,BV1Nr4y1h79B,,0,128756,,m4a,白龙马,,,,,A-SOUL,完整, 汉语,,,TRUE,,FALSE
A000884,2022.02.14,BV1iP4y1w7xR,,0,228809,,m4a,输入法可爱按第五,,,,,乃琳,完整, 汉语,,,TRUE,,FALSE
A000885,2022.02.14,BV1iP4y1w7xR,,0,248346,,m4a,星晴,,,,,乃琳,完整, 汉语,,,TRUE,,FALSE
A000886,2022.02.14,BV1iP4y1w7xR,,0,228188,,m4a,爱的天灵灵,,,,,嘉然,完整, 汉语,,,TRUE,,FALSE
A000887,2022.02.14,BV1iP4y1w7xR,,0,207940,,m4a,海芋恋,3.0,,,,嘉然,完整, 汉语,,,TRUE,,FALSE
A000888,2022.02.14,BV1iP4y1w7xR,,0,259277,,m4a,我喜欢,2.0,,,,珈乐,完整, 汉语,,,TRUE,,FALSE
A000889,2022.02.14,BV1iP4y1w7xR,,0,270883,,m4a,唯一,,,,,珈乐,完整, 汉语,,,TRUE,,FALSE
A000890,2022.02.14,BV1iP4y1w7xR,,0,306239,,m4a,大鱼,,预录,,,珈乐,完整, 汉语,,,TRUE,,FALSE
A000891,2022.02.14,BV1iP4y1w7xR,,0,237599,,m4a,水形物语,,,,,贝拉,完整, 汉语,,,TRUE,,FALSE
A000892,2022.02.14,BV1iP4y1w7xR,,0,227331,,m4a,恶作剧,,,,,贝拉,完整, 汉语,,,TRUE,,FALSE
A000893,2022.02.14,BV1iP4y1w7xR,,0,239167,,m4a,三行情诗,,,,,向晚,完整, 汉语,,,TRUE,,FALSE
A000894,2022.02.14,BV1iP4y1w8xR,,0,207289,,m4a,Monsters,,,,,向晚,完整, 英语,,,TRUE,,FALSE
A000895,2022.02.16,BV1cZ4y1d7jZ,,0,271701,,m4a,曹操,,,,,珈乐,完整, 汉语,,,TRUE,,FALSE
A000896,2022.02.16,BV1cZ4y1d7jZ,,0,265063,,m4a,烟雨行舟,,,,,珈乐,完整, 汉语,,,TRUE,,FALSE
A000897,2022.02.16,BV1JF411E7gS,,0,81629,,m4a,春天在哪里,,改词,,,向晚,完整, 汉语,,,TRUE,,FALSE
A000899,2022.02.16,BV1JF411E7gS,,0,137082,,m4a,是心动啊,,,,,向晚,完整, 汉语,,,TRUE,,FALSE
A000900,2022.02.16,BV1JF411E7gS,,0,246964,,m4a,New Boy,2.0,,,,向晚,完整, 汉语,,,TRUE,,FALSE
A000901,2022.02.16,BV1Ua411k7sK,,0,148552,,m4a,卖汤圆,,,,,乃琳,完整, 汉语,,,TRUE,,FALSE
A000902,2022.02.16,BV1Ua411k7sK,,0,201149,,m4a,南屏晚钟,,,,,乃琳,完整, 汉语,,,TRUE,,FALSE
A000903,2022.02.16,BV1Ua411k7sK,,0,259395,,m4a,年轮,,,,,乃琳,完整, 汉语,,,TRUE,,FALSE
A000904,2022.02.16,BV1Ua411k7sK,,0,261054,,m4a,此生不换,,,,,乃琳,完整, 汉语,,,TRUE,,FALSE
A000905,2022.02.16,BV1Ua411k7sK,,0,290989,,m4a,手掌心,,,,,乃琳,完整, 汉语,,,TRUE,,FALSE
A000906,2022.02.17,BV1Ba411k7Lf,,0,287902,,m4a,月光,2.0,,,,贝拉,完整, 汉语,,,TRUE,,FALSE
A000907,2022.02.17,BV1ob4y147yZ,,0,240420,,m4a,情花,,,,,嘉然,完整, 汉语,,,TRUE,,FALSE
A000908,2022.02.17,BV1ob4y147yZ,,0,254958,,m4a,情歌悠扬,,,,,嘉然,完整, 汉语,,,TRUE,,FALSE
A000909,2022.02.18,BV1fT4y1D7um,,0,229248,,m4a,星星,,,,,A-SOUL,完整, 汉语,,,TRUE,,FALSE
A000910,2022.02.19,BV12L411K7dU,,0,234568,,m4a,Love Story,2.0,,,,向晚,完整, 英语,,,TRUE,,FALSE
A000911,2022.02.19,BV12L411K7dU,,0,198560,,m4a,Forever奥特曼,2.0,,,,贝拉,完整, 汉语,,,TRUE,,FALSE
A000912,2022.02.19,BV12L411K7dU,,0,286372,,m4a,爱人错过,,,,,珈乐,完整, 汉语,,,TRUE,,FALSE
A000913,2022.02.19,BV12L411K7dU,,0,199737,,m4a,提拉米苏,2.0,,,,嘉然,完整, 汉语,,,TRUE,,FALSE
A000914,2022.02.19,BV12L411K7dU,,0,277782,,m4a,给电影人的情书,2.0,,,,乃琳,完整, 汉语,,,TRUE,,FALSE
A000915,2022.02.20,BV1ym4y197UR,,0,99170,,m4a,蓝精灵,,,,,A-SOUL,完整, 汉语,,,TRUE,,FALSE
A000916,2022.02.20,BV1ym4y197UR,,0,78678,,m4a,找朋友,,,,,A-SOUL,完整, 汉语,,,TRUE,,FALSE
A000917,2022.02.20,BV1ym4y197UR,,0,277873,,m4a,相亲相爱一家人,,,,,A-SOUL,完整, 汉语,,,TRUE,,FALSE
A000918,2022.02.23,BV1R44y1n7GF,,0,330234,,m4a,马,,,,,珈乐,完整, 汉语,,,TRUE,,FALSE
A000919,2022.02.23,BV1NL411T7M7,,0,218831,,m4a,红颜旧,,,,,乃琳,完整, 汉语,,,TRUE,,FALSE
A000920,2022.02.23,BV1NL411T7M7,,0,201117,,m4a,声声慢,3.0,,,,乃琳,完整, 汉语,,,TRUE,,FALSE
A000921,2022.02.24,BV1oS4y1z7jV,,0,184342,,m4a,地球最可爱,,,,,"向晚,嘉然",完整, 汉语,,,TRUE,,FALSE
A000922,2022.02.26,BV1m44y1n722,,0,39062,,m4a,玫瑰玫瑰我爱你,,,,,贝拉,完整, 汉语,,,TRUE,,FALSE
A000923,2022.02.26,BV1m44y1n722,,0,280418,,m4a,Secret Base ~君がくれたもの~,,,,,贝拉,完整, 日语,,,TRUE,,FALSE
A000924,2022.02.26,BV1m44y1n722,,0,203966,,m4a,我多喜欢你，你会知道,2.0,,,,贝拉,完整, 汉语,,,TRUE,,FALSE
A000925,2022.02.27,BV1LU4y1f7Ts,,0,237778,,m4a,暖暖,3.0,,,,乃琳,完整, 汉语,,,TRUE,,FALSE
A000926,2022.02.27,BV1LU4y1f7Ts,,0,224588,,m4a,動物園は大変だ,2.0,,,,向晚,完整, 日语,,,TRUE,,FALSE
A000927,2021.09.09,BV1zq4y1N765,,0,287520,我怀念的,mp3,我怀念的,,,,,贝拉,完整, 汉语,,,TRUE,,FALSE
A000928,2021.09.09,BV1zq4y1N765,,0,231120,Done for me,mp3,Done for me,,,,,贝拉,完整, 韩语,,,TRUE,,FALSE
A000929,2021.03.17,BV1Py4y1h7MW,,0,215232,红色高跟鞋[ED],mp3,红色高跟鞋,,ED,,,珈乐,完整, 汉语,,,TRUE,,FALSE
A000930,2021.04.15,BV1iK411F7vb,,0,246024,蜜月アン·ドゥ·トロワ[ED],mp3,蜜月アン·ドゥ·トロワ,,ED,,,贝拉,完整, 日语,,,TRUE,,FALSE
A000931,2021.05.03,BV1jf4y1W7ry,,0,251016,迷迭香[ED],mp3,迷迭香,,ED,,,乃琳,完整, 汉语,,,TRUE,,FALSE
A000932,2021.09.08,BV1Fg41157rn,,0,291360,醉[ED],mp3,醉,,ED,,,乃琳,完整, 汉语,,,TRUE,,FALSE
A000933,2021.07.03,BV1Yo4y1C7gf,,0,217626,Secret Player,mp3,Secret Player,,,,,向晚,完整, 汉语,,,TRUE,,FALSE
A000934,2021.09.25,BV1JM4y137qB,,0,179400,Shiny Dancer,mp3,Shiny Dancer,,,,,贝拉,完整, 汉语,,,TRUE,,FALSE
A000936,2021.05.28,BV1V64y1k7TA,,0,227840,Hopeful Dreamer,mp3,Hopeful Dreamer,,,,,嘉然,完整, 汉语,,,TRUE,,FALSE
A000937,2022.01.14,BV17b4y1J7ed,,0,178152,Sweet Counter,mp3,Sweet Counter,,,,,乃琳,完整, 汉语,,,TRUE,,FALSE
A000938,2021.10.03,BV1e44y147nb,,0,80400,King,mp3,King,,,,,向晚,完整, 日语,,,TRUE,,FALSE
A000939,2021.04.02,BV1FX4y1g7u8,,0,138576,猫中毒,mp3,猫中毒,,,,,嘉然,完整, 日语,,,TRUE,,FALSE
A000940,2021.11.02,BV1134y1o7hi,,0,119760,YOU&IDOL,mp3,YOU&IDOL,,,,,嘉然,完整, 日语,,,TRUE,,FALSE
A000941,2021.06.27,BV1Mh411Y7vS,,0,170880,花间酒,mp3,花间酒,,,,,"嘉然,乃琳",完整, 汉语,,,TRUE,,FALSE
A000942,2022.01.18,BV1dL4y147Lf,p2,0,153626,Hey Lin,mp3,Hey Lin,,,,,乃琳,完整, 汉语,,,TRUE,,FALSE
A000943,2021.01.28,BV1Nz4y1D75t,,0,210048,安河桥,mp3,安河桥,,,,,珈乐,完整, 汉语,,,TRUE,,FALSE
A000944,2021.01.28,BV1wy4y1e7Dt,,0,269160,春风十里,mp3,春风十里,,,,,珈乐,完整, 汉语,,,TRUE,,FALSE
A000945,2021.01.28,BV1BB4y1F74f,,0,240117,走马,mp3,走马,,,,,珈乐,完整, 汉语,,,TRUE,,FALSE
A000946,2021.01.28,BV1QA411V7xA,p6,0,134280,secret base ～你给我的东西～,mp3,secret base ～你给我的东西～,,,,,珈乐,完整, 汉语,,,TRUE,,FALSE
A000947,2021.01.28,BV1QA411V7xA,p8,0,248952,第三人称,mp3,第三人称,,,,,珈乐,完整, 汉语,,,TRUE,,FALSE
A000948,2021.01.28,BV1kp4y1b7Md,,0,245786,孤独患者,mp3,孤独患者,,,,,珈乐,完整, 汉语,,,TRUE,,FALSE
A000949,2021.12.22,BV1mZ4y1X77Z,,0,184632,勾指起誓[预录],mp3,勾指起誓,,预录,,,珈乐,完整, 汉语,,,TRUE,,FALSE
A000950,2021.12.21,BV1PQ4y1Y7DY,,0,209208,Lover Boy 88,mp3,Lover Boy 88,,,,,向晚,完整, 汉语,,,TRUE,,FALSE
A000951,2021.03.07,BV1Hh411Q7go,,0,109704,然然给嘉心糖的一封信,mp3,然然给嘉心糖的一封信,,,,,嘉然,完整, 汉语,,,TRUE,,FALSE
A000952,2020.12.02,BV1YK411V7N3,,0,226716,Quiet,mp3,Quiet,,,,,A-SOUL,完整, 汉语,,,TRUE,,FALSE
A000953,2021.05.06,BV1vQ4y1Z7C2,,0,257933,超级敏感,mp3,超级敏感,,,,,A-SOUL,完整, 汉语,,,TRUE,,FALSE
A000954,2021.09.25,BV1m54y1n7hZ,,0,193128,DUN DUN,mp3,DUN DUN,,,,,A-SOUL,完整, 汉语,,,TRUE,,FALSE
A000955,2021.12.17,BV19Z4y1k7P7,,0,248304,传说的世界,mp3,传说的世界,,,,,A-SOUL,完整, 汉语,,,TRUE,,FALSE
A000956,2022.02.03,BV1Ga41127eH,,0,213192,除夕,mp3,除夕,,,,,"A-SOUL,音阙诗听",完整, 汉语,,,TRUE,,FALSE
A000957,2022.03.02,BV17Z4y1C7Mw,,0,204331,,m4a,牛奶面包,,,,,乃琳,完整, 汉语,,,TRUE,,FALSE
A000958,2022.03.02,BV17Z4y1C7Mw,,0,208214,,m4a,告白气球,3.0,,,,乃琳,完整, 汉语,,,TRUE,,FALSE
A000959,2022.03.03,BV1bL411N7Bv,,0,277952,,m4a,さよなら、アリス,,,再见，爱丽丝,,贝拉,完整, 日语,,,TRUE,,FALSE
A000960,2022.03.03,BV1bL411N7Bv,,0,228886,,m4a,걱정말아요그대,,,你不要担心,,贝拉,完整, 韩语,,,TRUE,,FALSE
A000961,2022.03.06,BV1EU4y1o7Ej,,0,203520,,m4a,恋爱画板,3.0,,,,嘉然,完整, 汉语,,,TRUE,,FALSE
A000962,2022.03.06,BV1EU4y1o7Ej,,0,232811,,m4a,TA,,,,,嘉然,完整, 汉语,,,TRUE,,FALSE
A000963,2022.03.06,BV1EU4y1o7Ej,,0,408064,,m4a,甜歌王,,,,,嘉然,完整, 汉语,,,TRUE,,FALSE
A000964,2022.03.09,BV17Y411378X,,0,318379,,m4a,采薇,,,,,珈乐,完整, 汉语,,,TRUE,,FALSE
A000965,2022.03.09,BV15r4y1B7fK,,0,227712,,m4a,The Scientist,,,,,向晚,完整, 英语,,,TRUE,,FALSE
A000966,2022.03.09,BV15r4y1B7fK,,0,259200,,m4a,Yellow,,,,,向晚,完整, 英语,,,TRUE,,FALSE
A000967,2022.03.09,BV15r4y1B7fK,,0,184534,,m4a,静止,2.0,,,,向晚,完整, 汉语,,,TRUE,,FALSE
